Category Path,Count
Science -> Everyday life -> IT,15
Religion -> People,15
Science -> Geography -> Citizenship -> Science,15
Science -> People -> Religion,15
History -> Geography -> Countries -> People,15
Science -> Geography -> Countries -> Music,15
Geography -> Countries -> Design and Technology,15
People -> Everyday life,15
Design and Technology -> Science -> Geography -> Science,15
Everyday life -> Language and literature -> Countries -> Geography,15
Everyday life -> Religion,15
Everyday life -> Countries -> IT,15
Countries -> History -> Countries,15
IT -> Citizenship -> Geography -> Countries,15
Science -> Everyday life -> Mathematics,15
Science -> People -> Countries,15
Geography -> Religion -> People,15
Language and literature -> Countries -> Everyday life,15
Business Studies -> Geography -> Science,15
Religion -> Geography -> History -> People,15
Design and Technology -> History -> Countries -> Geography,15
History -> Design and Technology -> Science,15
Language and literature -> Countries -> Citizenship,15
People -> Countries -> Geography -> Design and Technology,15
Language and literature -> Religion,15
Science -> People -> Countries -> Geography -> Countries -> History,15
Science -> Geography -> Countries -> Citizenship -> History,15
Science -> Geography -> Music,14
Science -> Geography -> Countries -> Geography -> Design and Technology,14
People,14
Science -> Citizenship -> Geography,14
People -> Science -> Everyday life,14
Art -> Science,14
Geography -> Science -> Design and Technology,14
Countries -> Geography -> Everyday life,14
Science -> Countries -> Citizenship -> Countries,14
Science -> History -> Countries -> People,14
Geography -> < -> Geography,14
IT -> Geography -> Countries,14
People -> Countries -> Language and literature,14
People -> Countries -> Religion,14
Language and literature -> Countries -> Religion,14
Geography -> Citizenship -> Countries,14
People -> Countries -> Citizenship -> Countries -> Geography,14
Music -> Countries -> Geography -> Science,14
History -> Everyday life,14
IT -> Countries -> Geography -> Countries -> Geography,14
Countries -> History -> Countries -> Geography,14
Geography -> Design and Technology -> Geography,14
People -> Citizenship -> Countries -> Geography,14
Music -> Geography,14
People -> Language and literature -> Countries -> Geography,14
Geography -> Countries -> Religion -> People,14
Geography -> History -> Countries -> History,14
Science -> People -> Design and Technology,14
Geography -> Language and literature -> Geography,13
Everyday life -> Citizenship -> Science,13
Science -> Citizenship -> Countries,13
Science -> Countries -> Geography -> Everyday life,13
Design and Technology -> History,13
Science -> Geography -> Citizenship -> Geography,13
Geography -> Countries -> Everyday life -> Science,13
Science -> Geography -> Religion -> History,13
IT -> Countries -> Geography -> Science,13
Science -> Geography -> Countries -> Business Studies,13
Geography -> History -> Design and Technology,13
Countries -> History -> Geography,13
People -> Geography -> Countries -> Everyday life,13
People -> Geography -> Countries -> Citizenship,13
Everyday life -> Citizenship,13
Geography -> Countries -> Geography -> People,13
Science -> Countries -> Citizenship -> History,13
Citizenship -> Countries -> People,13
Science -> Geography -> < -> Geography,13
Geography -> Science -> Everyday life -> Science,13
People -> Geography -> Everyday life -> Science,13
Citizenship -> History -> Countries -> Geography,13
Language and literature -> Countries -> Geography -> Countries -> Geography,13
Language and literature -> Geography -> Countries,13
People -> Countries -> History -> People,13
Science -> Geography -> Science -> Geography -> Science,12
Religion -> History -> Geography,12
Geography -> Science -> People,12
History -> Countries -> History -> People,12
Countries -> Language and literature -> Geography,12
Countries -> Everyday life -> Science -> Everyday life,12
Science -> Countries -> Geography -> < -> Geography,12
Countries -> Geography -> < -> Geography,12
Science -> Geography -> Language and literature,12
Geography -> Language and literature -> Countries,12
Countries -> History -> Design and Technology,12
Design and Technology -> Everyday life -> Science,12
History -> People -> History,12
History -> Citizenship -> History,12
Science -> Everyday life -> Countries -> Geography,12
Countries -> Geography -> Science -> Geography,12
Science -> Geography -> History -> Geography,12
Music -> Countries -> Citizenship,12
Everyday life -> History -> Countries -> Geography,12
Music -> Countries -> Geography -> Countries,12
Geography -> Citizenship -> Geography -> Countries -> Geography,12
History -> Language and literature,12
Science -> History -> Religion -> Language and literature -> Religion -> Countries -> History,12
Science -> History -> Countries -> Geography -> Countries -> History,12
Science -> Religion -> Language and literature -> Citizenship -> Design and Technology,12
Everyday life -> Countries -> Geography -> History,12
Language and literature -> History -> Science,12
History -> Science -> Geography,11
Religion -> Science -> Geography,11
Science -> Geography -> < -> Geography -> Countries,11
Science -> Geography -> Countries -> Geography -> Everyday life,11
Design and Technology -> Countries -> Citizenship,11
Science -> Business Studies,11
History -> Geography -> Countries -> History,11
People -> Countries -> History -> Countries,11
People -> Geography -> Countries -> People,11
People -> Geography -> People -> Science,11
Everyday life -> History -> Countries,11
Everyday life -> Science -> Religion,11
Everyday life -> Geography -> History -> People,11
Science -> Citizenship -> People,11
Science -> Countries -> Geography -> Countries -> People,11
Science -> History -> Geography -> Countries,11
IT -> Everyday life,11
Geography -> People -> Science,11
Geography -> Countries -> History -> Countries,11
Business Studies -> Countries -> History,11
History -> Geography -> Countries -> Citizenship,11
Religion -> Countries -> Geography -> Science,11
Religion -> Everyday life,11
Business Studies -> Countries -> People,11
IT -> Countries -> History,11
Religion -> Countries -> Science,11
Language and literature -> History -> Geography,11
Language and literature -> Countries -> People,11
Everyday life -> Countries -> Everyday life -> Science,11
Geography -> History -> Religion,11
Music -> Countries -> People,11
Music -> Geography -> Countries -> Geography,11
Everyday life -> Countries -> Music,11
Everyday life -> Language and literature -> Religion,11
People -> Geography -> Citizenship,11
IT -> Geography,11
History -> People -> Countries -> Geography,11
Everyday life -> Countries -> Language and literature,11
Citizenship -> History -> Science,11
Science -> People -> History,11
People -> Design and Technology -> Science,11
People -> Science -> People,11
Business Studies -> Geography -> Countries -> Geography,11
Science -> Language and literature -> Countries -> Geography -> Countries -> History,11
Science -> Everyday life -> Science -> Citizenship -> Design and Technology,11
Science -> IT -> Language and literature -> IT -> Design and Technology,11
Science -> IT -> Language and literature -> Citizenship -> Design and Technology,11
History -> Countries -> Language and literature,11
Language and literature -> Science -> Geography,11
People -> Geography -> Countries -> Science,11
Design and Technology -> Countries -> Geography -> Countries,11
Science -> Geography -> Science -> Everyday life -> Science,10
History -> Countries -> Business Studies -> Science,10
Design and Technology -> History -> People,10
History -> Citizenship -> Geography,10
Science -> Geography -> Countries -> < -> Geography,10
Science -> Geography -> Everyday life -> Geography,10
Business Studies -> Countries -> Everyday life,10
Business Studies -> Countries -> Geography -> Countries -> Geography,10
History -> Citizenship -> Science,10
Everyday life -> Citizenship -> Religion,10
Everyday life -> Science -> History,10
Everyday life -> Geography -> Countries -> Science,10
Science -> Citizenship -> Countries -> People,10
Countries -> Language and literature -> Countries -> Geography,10
People -> Countries -> People -> Science,10
Mathematics -> People -> Geography -> Music -> People,10
Mathematics -> Geography -> Countries -> Music -> People,10
Science -> Countries -> Geography -> Citizenship,10
Countries -> Design and Technology,10
Science -> Geography -> Countries -> Geography -> History,10
IT -> Everyday life -> Science,10
IT -> Countries -> Everyday life,10
Citizenship -> Countries -> Everyday life -> Science,10
Science -> < -> Science -> Everyday life,10
Science -> Geography -> Countries -> Design and Technology,10
Science -> Geography -> Science -> People,10
People -> Citizenship -> Geography,10
Countries -> IT,10
Language and literature,10
Business Studies -> Countries -> Geography -> Science,10
Science -> Everyday life -> Science -> Geography,10
People -> Geography -> People,10
Science -> Language and literature -> Everyday life -> Science,10
Business Studies -> Everyday life,10
Countries -> Music,10
People -> Countries -> Business Studies,10
Geography -> Everyday life -> Geography,10
Geography -> Religion -> History,10
Geography -> Citizenship -> IT,10
Music,10
History -> Countries -> History -> Science,10
History -> Countries -> Business Studies,10
Business Studies -> Everyday life -> Science,10
Citizenship -> Countries -> Language and literature,10
Countries -> Citizenship -> Countries -> History,10
Citizenship -> Science -> Everyday life,10
Geography -> History -> Language and literature,10
History -> Geography -> Design and Technology,10
History -> People -> Science,10
Religion -> Countries -> Geography -> Countries -> Geography,10
Geography -> Countries -> History -> Countries -> Geography,10
Business Studies -> Countries -> Science,10
Geography -> Everyday life -> People,10
People -> IT,10
Geography -> History -> Countries -> Citizenship,10
Design and Technology -> IT,10
History -> Geography -> History -> Countries -> Geography,10
People -> Science -> < -> Science,10
Science -> Language and literature -> Religion -> Countries -> History,10
Science -> IT -> Everyday life -> Language and literature -> Design and Technology,10
Design and Technology -> Geography -> Countries -> History,10
Design and Technology -> Countries -> People,10
People -> Language and literature,10
History -> Geography -> Science -> Geography,10
Music -> Geography -> Countries,10
People -> Geography -> Science -> Geography,10
Geography -> Countries -> Language and literature -> Countries,9
Science -> < -> Science -> Everyday life -> Science,9
Geography -> Science -> Geography -> Countries -> Geography,9
Geography -> Countries -> Business Studies -> Everyday life,9
Religion -> People -> Science,9
Science -> Countries -> Citizenship -> Science,9
History -> Countries -> Citizenship -> Countries,9
History -> Geography -> < -> Geography,9
Everyday life -> Language and literature,9
Religion -> Countries -> Everyday life,9
Art -> Music,9
Science -> Geography -> History -> Design and Technology,9
Science -> Geography -> Business Studies,9
Design and Technology -> Science -> < -> Science,9
Design and Technology -> Science -> IT,9
Everyday life -> Countries -> Religion -> People,9
Everyday life -> Religion -> Science,9
Science -> Citizenship -> History -> People,9
Science -> Language and literature -> Countries -> History -> People,9
Science -> Countries -> Citizenship -> History -> People,9
Mathematics -> Science -> Everyday life,9
Everyday life -> Countries -> Music -> People,9
Geography -> Countries -> History -> Citizenship,9
Citizenship -> History -> Countries,9
Science -> Language and literature -> IT -> Design and Technology,9
Science -> Geography -> Countries -> IT -> Design and Technology,9
Countries -> Geography -> Design and Technology,9
Everyday life -> Language and literature -> Countries,9
History -> Countries -> Geography -> History,9
Citizenship -> Design and Technology,9
Religion -> Countries -> History,9
History -> Countries -> Design and Technology,9
Music -> Countries -> History,9
Religion -> Geography -> Countries -> History,9
People -> Citizenship -> Science,9
Geography -> History -> Countries -> Science,9
IT -> Geography -> Science,9
Science -> Geography -> < -> Science,9
Everyday life -> Language and literature -> Countries -> People,9
Design and Technology -> History -> Geography,9
Science -> Everyday life -> People,9
Citizenship -> Everyday life,9
History -> Countries -> IT,9
History -> Countries -> Geography -> Everyday life,9
History -> Citizenship -> Geography -> Countries,9
IT -> Countries -> Science,9
Science -> People -> Countries -> Citizenship -> People,9
Science -> Countries -> Citizenship -> Geography,9
History -> Countries -> Citizenship -> Countries -> Geography,9
Music -> Countries -> Geography -> Countries -> Geography,9
Citizenship -> Countries -> Geography -> Everyday life,9
Geography -> Business Studies,9
Religion -> Language and literature -> Religion,9
Science -> Countries -> Design and Technology,9
Geography -> Citizenship -> Geography -> Science,9
People -> Countries -> Geography -> People,9
Science -> Countries -> History -> Countries -> History,9
Science -> Geography -> Design and Technology -> History,9
Music -> Countries -> Citizenship -> People,9
Language and literature -> History -> Countries -> Geography,9
IT -> Countries -> Geography -> Countries,9
Science -> < -> IT -> Mathematics -> Citizenship -> Design and Technology,9
Science -> Countries -> IT -> People,9
Science -> Art,9
Science -> Geography -> Science -> Geography -> Countries,9
People -> Geography -> Business Studies,9
Countries -> Citizenship -> History,9
Geography -> Design and Technology -> Science,9
Language and literature -> Countries -> Citizenship -> People,9
Geography -> Countries -> Geography -> < -> Geography,9
Design and Technology -> Countries -> Science -> Everyday life,9
Design and Technology -> Science -> Geography -> Science -> Everyday life,9
People -> Countries -> Design and Technology,9
History -> Citizenship -> Countries,9
Language and literature -> History -> Geography -> Science,9
Design and Technology -> Geography -> History,9
People -> Countries -> History -> Countries -> Geography,9
Language and literature -> Countries -> Everyday life -> Science,9
Language and literature -> Countries -> History -> Countries -> Science,9
Geography -> Countries -> Geography -> Countries -> People,9
Language and literature -> Everyday life -> Geography -> Science,9
Language and literature -> Countries -> Citizenship -> Science,9
History -> People -> Geography,8
Science -> Geography -> < -> Geography -> Countries -> Geography,8
Religion -> History -> Science,8
Science -> Everyday life -> Science -> Everyday life -> Science,8
Science -> Everyday life -> Countries,8
History -> Music,8
People -> Countries -> History -> Religion,8
Geography -> Science -> Religion,8
People -> History -> Geography -> Countries,8
People -> Citizenship -> Countries -> Citizenship -> People,8
Countries -> Geography -> Everyday life -> Science,8
Everyday life -> IT,8
Everyday life -> Geography -> Science -> Everyday life,8
Science -> Geography -> Countries -> IT,8
Science -> Geography -> People,8
Science -> Countries -> People -> History,8
Geography -> Citizenship -> Countries -> History,8
Science -> Everyday life -> Countries -> IT -> Design and Technology,8
Science -> < -> Geography -> Science,8
Science -> Language and literature -> Geography -> Everyday life,8
People -> Science -> Geography -> Science,8
Science -> Citizenship -> Everyday life,8
History -> Religion -> People,8
History -> Religion -> Science,8
People -> History -> Countries -> Science,8
People -> Countries -> Everyday life -> Science,8
Religion -> Geography -> Countries -> People,8
Geography -> History -> Geography -> Countries,8
Religion -> History -> Countries -> Geography,8
Religion -> Countries -> IT,8
Geography -> Countries -> Citizenship -> Science,8
Design and Technology -> History -> Religion,8
Geography -> History -> Geography -> Science,8
Geography -> Countries -> < -> Geography,8
Geography -> Countries -> Language and literature -> Geography,8
Everyday life -> Science -> People -> Science,8
Geography -> Countries -> Design and Technology -> IT,8
Countries -> Geography -> Countries -> Science,8
Citizenship -> Countries -> Business Studies,8
Language and literature -> Geography -> Countries -> People,8
History -> Science -> < -> Science,8
Geography -> Countries -> History -> Design and Technology,8
Science -> Religion -> People,8
Science -> History -> Countries -> Everyday life,8
Citizenship -> Countries -> Design and Technology,8
Citizenship -> History -> People,8
Music -> Countries -> Everyday life,8
History -> Geography -> Citizenship -> Science,8
History -> Geography -> Religion,8
Science -> Geography -> Countries -> Geography -> People,8
Science -> Mathematics -> IT -> Design and Technology,8
Everyday life -> Language and literature -> Countries -> Everyday life,8
Citizenship -> Science -> Geography,8
History -> Geography -> Everyday life,8
Citizenship -> People,8
Language and literature -> Geography -> History,8
Geography -> Countries -> History -> Science,8
Geography -> Countries -> Music -> People,8
Everyday life -> Countries -> Geography -> Design and Technology,8
Everyday life -> Countries -> Geography -> Everyday life,8
Science -> Geography -> Citizenship -> Countries -> Geography,8
Everyday life -> Geography -> Countries -> Language and literature,8
Science -> Citizenship -> Music,8
People -> Geography -> History -> People,8
Citizenship -> Countries -> Citizenship -> People,8
Citizenship -> Countries -> Religion,8
Citizenship -> Geography -> History,8
Science -> Countries -> Geography -> People,8
Citizenship -> Religion,8
People -> Music,8
Science -> Geography -> Countries -> Geography -> Countries -> History,8
History -> Design and Technology,8
IT -> Countries -> Religion,8
Geography -> Countries -> Geography -> Citizenship,8
Science -> IT -> Science -> People -> Design and Technology,8
Religion -> Language and literature -> Countries -> Geography,8
Science -> Language and literature -> Countries -> Everyday life,8
Business Studies -> History,8
Everyday life -> Geography -> Countries -> Design and Technology,8
Citizenship -> Countries -> History -> Countries,8
People -> Countries -> History -> Science,8
Geography -> Countries -> Geography -> Citizenship -> Geography,8
Design and Technology,8
Design and Technology -> History -> Citizenship -> Geography -> Everyday life -> Science -> Everyday life,8
Design and Technology -> Countries -> History -> People,8
Science -> Geography -> Countries -> Geography -> Countries -> Geography,8
Music -> Countries -> Citizenship -> History,8
Geography -> Science -> People -> Science,7
Science -> Citizenship -> IT,7
Science -> History -> Countries -> Geography -> Science,7
Geography -> Everyday life -> Science -> Everyday life,7
Science -> < -> Science -> Geography -> Science,7
Everyday life -> Geography -> Science -> < -> Science,7
Science -> Countries -> People -> Geography,7
Science -> Countries -> Geography -> History -> People,7
People -> Religion -> Geography -> Countries,7
People -> History -> Countries -> Everyday life,7
History -> Business Studies -> Science,7
Design and Technology -> Citizenship -> Science,7
Design and Technology -> Science -> Geography,7
Geography -> < -> Geography -> Science,7
Everyday life -> Citizenship -> Religion -> History,7
Everyday life -> Geography -> Countries -> Citizenship -> People,7
Everyday life -> Science -> Everyday life -> Science -> Everyday life,7
Everyday life -> Geography -> Citizenship,7
Everyday life -> History -> Geography -> Countries,7
Science -> Religion -> Countries,7
Science -> History -> People -> Design and Technology,7
Science -> History -> Countries -> History -> People,7
Science -> Religion -> History -> People,7
Science -> Countries -> Citizenship -> Countries -> People,7
Countries -> Geography -> Science -> Geography -> Science,7
Geography -> IT,7
Geography -> Language and literature -> Countries -> People,7
Countries -> Everyday life -> People,7
Everyday life -> Countries -> Geography -> Everyday life -> Science,7
Citizenship -> Countries -> Business Studies -> Science,7
Science -> Everyday life -> Countries -> Design and Technology,7
Science -> IT -> Mathematics,7
Science -> People -> Countries -> History -> People,7
Design and Technology -> History -> Geography -> Countries,7
Business Studies -> Countries -> Citizenship,7
Everyday life -> History -> Citizenship,7
Science -> People -> Geography -> Countries,7
Science -> People -> Geography -> Countries -> People,7
Science -> Design and Technology -> Countries -> Geography,7
